MWP	ONames	GLON	GLAT	iXdiam	iYdiam	oXdiam	Reff	Thick	Ecc	PA	Hit	Disp	Flag	_RA.icrs	_DE.icrs
1G340064-002309	                    	340.064	-00.231	 1.979	  2.151	 3.609	 1.38	 1.63	 0.391	  6	 0.17	 0.015	1  	252.0530	-45.3467
1G321089-004819	                    	321.089	-00.482	 2.363	  2.774	 3.335	 1.51	 0.97	 0.524	 18	 0.17	 0.004	2  	229.0587	-58.1549
1G304972-005276	                    	304.972	-00.528	 5.410	  5.729	 7.336	 3.23	 1.93	 0.329	 16	 0.17	 0.034	   	197.4079	-63.3277
1G325725+009200	                    	325.725	+00.920	 1.115	  1.191	 2.027	 0.77	 0.91	 0.351	 40	 0.17	 0.004	   	234.5690	-54.3962
1G343449+000071	                    	343.449	+00.007	 2.928	  3.209	 4.275	 1.84	 1.35	 0.409	 33	 0.17	 0.011	2  	254.7691	-42.5726
1G037865-006022	                    	037.865	-00.602	 0.885	  0.881	 1.392	 0.55	 0.51	 0.101	  0	 0.17	 0.003	   	285.6500	+04.1138
1G311466+000989	                    	311.466	+00.099	 2.097	  2.198	 3.375	 1.36	 1.28	 0.300	 40	 0.17	 0.014	2  	211.0174	-61.5634
1G295834-001312	                    	295.834	-00.131	 4.177	  4.091	 6.082	 2.50	 1.91	 0.201	 34	 0.17	 0.042	2  	177.5198	-62.1542
1G001105-000765	CN23                	001.105	-00.077	 2.066	  1.888	 3.283	 1.26	 1.22	 0.406	 32	 0.17	 0.007	   	267.1317	-28.0312
1G008534-003126	                    	008.534	-00.313	 2.199	  2.185	 3.345	 1.35	 1.15	 0.111	  9	 0.17	 0.005	2  	271.4678	-21.7227
1G349728+001723	                    	349.728	+00.172	 2.030	  1.955	 3.201	 1.26	 1.17	 0.268	  2	 0.17	 0.003	   	259.4989	-37.4386
1G328175-006103	                    	328.175	-00.610	 1.486	  1.627	 2.652	 1.03	 1.17	 0.407	 29	 0.17	 0.003	   	239.4820	-54.0773
1G349259+001625	                    	349.259	+00.162	 1.101	  1.400	 1.676	 0.76	 0.57	 0.617	 27	 0.17	 0.004	   	259.1669	-37.8271
1G337254-001664	                    	337.254	-00.166	 0.718	  0.701	 1.223	 0.46	 0.51	 0.219	  1	 0.17	 0.001	   	249.3023	-47.4208
1G023245-003027	                    	023.245	-00.303	 2.539	  2.836	 4.256	 1.72	 1.72	 0.446	 52	 0.17	 0.005	   	278.6808	-08.7523
1G045993-005106	                    	045.993	-00.511	 0.752	  0.773	 1.278	 0.50	 0.53	 0.231	 19	 0.17	 0.002	2  	289.3593	+11.3647
1G039874-001737	                    	039.874	-00.174	 0.695	  0.890	 1.323	 0.53	 0.63	 0.624	 33	 0.17	 0.003	2  	286.1928	+06.0954
1G299979+004628	                    	299.979	+00.463	 7.928	  6.679	11.817	 4.52	 3.89	 0.539	 37	 0.17	 0.040	   	186.5048	-62.2629
1G053087+000988	                    	053.087	+00.099	 1.012	  0.984	 1.599	 0.63	 0.59	 0.233	 20	 0.17	 0.003	   	292.2693	+17.9052
1G017626+000493	                    	017.626	+00.049	 0.793	  0.752	 1.256	 0.49	 0.46	 0.320	 11	 0.17	 0.003	   	275.7016	-13.5647
1G033695+000497	                    	033.695	+00.050	 0.665	  0.677	 1.130	 0.44	 0.46	 0.192	  9	 0.17	 0.003	   	283.1629	+00.7019
1G303307-005265	                    	303.307	-00.526	 0.754	  0.744	 1.323	 0.50	 0.57	 0.165	  6	 0.17	 0.004	   	193.6970	-63.3953
1G030979+001148	                    	030.979	+00.115	 0.668	  0.782	 1.081	 0.45	 0.41	 0.520	 31	 0.17	 0.002	   	281.8663	-01.6855
1G302574-000078	                    	302.574	-00.008	 4.674	  3.625	 6.214	 2.43	 1.54	 0.631	 18	 0.17	 0.018	2  	192.0744	-62.8776
1G050319+006760	                    	050.319	+00.676	 0.741	  0.684	 1.374	 0.49	 0.63	 0.386	 14	 0.17	 0.003	   	290.3667	+15.7424
1G350395-000604	CS104               	350.395	-00.060	 0.476	  0.471	 0.675	 0.28	 0.20	 0.142	 15	 0.17	 0.002	   	260.2181	-37.0253
1G012044+001693	                    	012.044	+00.169	 1.820	  1.902	 2.804	 1.15	 0.98	 0.290	  7	 0.17	 0.003	   	272.8319	-18.4194
1G036784-002054	                    	036.784	-00.205	 0.556	  0.560	 1.209	 0.41	 0.65	 0.116	 11	 0.17	 0.002	   	284.8007	+03.3341
1G028789+004757	                    	028.789	+00.476	 0.628	  0.618	 1.052	 0.40	 0.42	 0.173	  0	 0.17	 0.001	   	280.5436	-03.4689
1G031104+001315	                    	031.104	+00.132	 0.558	  0.563	 0.943	 0.36	 0.39	 0.133	 10	 0.17	 0.002	   	281.9082	-01.5666
1G350004-004409	                    	350.004	-00.441	 7.373	  8.245	10.037	 4.52	 2.66	 0.448	 61	 0.17	 0.023	   	260.3315	-37.5637
1G351681+006163	                    	351.681	+00.616	 2.504	  2.356	 3.562	 1.46	 1.06	 0.339	 19	 0.17	 0.005	   	260.4371	-35.5832
1G048551+000022	                    	048.551	+00.002	 0.827	  0.839	 1.414	 0.54	 0.59	 0.170	  4	 0.17	 0.004	   	290.1224	+13.8651
1G351922+006422	CS75                	351.922	+00.642	 0.713	  0.722	 1.422	 0.51	 0.71	 0.155	 26	 0.17	 0.002	   	260.5788	-35.3701
1G337641-003505	                    	337.641	-00.350	 1.112	  1.051	 1.839	 0.70	 0.73	 0.327	 17	 0.17	 0.007	2  	249.8859	-47.2557
1G317096-003006	                    	317.096	-00.301	 0.539	  0.494	 1.179	 0.39	 0.64	 0.401	  3	 0.17	 0.001	   	222.0814	-59.9187
1G331744-000672	                    	331.744	-00.067	 1.447	  1.195	 2.151	 0.82	 0.70	 0.564	 29	 0.17	 0.003	   	243.2736	-51.2922
1G303557-005450	                    	303.557	-00.545	 1.572	  1.526	 2.849	 1.05	 1.28	 0.238	 25	 0.17	 0.009	1  	194.2560	-63.4100
1G026994-003121	                    	026.994	-00.312	 2.365	  2.147	 3.501	 1.38	 1.14	 0.420	 27	 0.17	 0.013	   	280.4228	-05.4255
1G009404-000902	CN130,CN131         	009.404	-00.090	 0.701	  0.823	 1.300	 0.51	 0.60	 0.524	 66	 0.17	 0.003	   	271.7145	-20.8545
1G019607-002380	                    	019.607	-00.238	 1.070	  1.080	 1.911	 0.72	 0.84	 0.137	 21	 0.17	 0.005	2  	276.9107	-11.9472
1G306621+002668	                    	306.621	+00.267	 1.792	  1.704	 3.018	 1.14	 1.23	 0.310	 27	 0.17	 0.004	   	200.8360	-62.3760
1G338120-001882	S34                 	338.120	-00.188	 0.681	  0.770	 1.068	 0.45	 0.39	 0.467	 10	 0.17	 0.001	2  	250.1746	-46.7899
1G007004-002556	CN88,CN89,CN90      	007.004	-00.256	 7.630	  7.490	14.032	 5.14	 6.40	 0.190	 13	 0.17	 0.033	1  	270.6015	-23.0274
1G345630-002320	                    	345.630	-00.232	 0.567	  0.596	 1.143	 0.41	 0.58	 0.308	 24	 0.17	 0.002	   	256.8071	-40.9899
1G036779-002923	                    	036.779	-00.292	 0.707	  0.885	 1.204	 0.51	 0.50	 0.601	115	 0.17	 0.002	2  	284.8760	+03.2899
1G007270-000552	CN96                	007.270	-00.055	 2.784	  2.819	 4.131	 1.70	 1.35	 0.157	 39	 0.17	 0.012	1  	270.5543	-22.6969
1G008035-006674	                    	008.035	-00.667	 2.438	  2.086	 3.941	 1.46	 1.50	 0.518	 41	 0.17	 0.007	   	271.5381	-22.3310
1G018981+006248	                    	018.981	+00.625	 0.987	  0.969	 1.729	 0.65	 0.74	 0.192	  3	 0.17	 0.003	   	275.8316	-12.0978
1G328946+005672	                    	328.946	+00.567	 1.569	  1.828	 2.406	 1.04	 0.84	 0.513	 13	 0.17	 0.009	   	239.1959	-52.6806
1G310857+005622	S137                	310.857	+00.562	17.673	 16.763	25.929	10.47	 8.26	 0.317	 34	 0.17	 0.052	1  	209.5325	-61.2793
1G055076-006805	                    	055.076	-00.680	 8.747	  7.592	10.246	 4.44	 1.50	 0.497	 72	 0.17	 0.016	   	294.0023	+19.2709
1G033865-000611	                    	033.865	-00.061	 3.176	  2.961	 5.730	 2.08	 2.55	 0.362	 18	 0.17	 0.010	   	283.3393	+00.8026
1G005904-004567	                    	005.904	-00.457	 0.831	  0.857	 1.297	 0.53	 0.47	 0.246	 59	 0.17	 0.001	2  	270.1984	-24.0828
1G327744+005803	                    	327.744	+00.580	 2.746	  2.582	 3.746	 1.56	 1.00	 0.341	 11	 0.17	 0.009	   	237.6380	-53.4344
1G056817+006834	                    	056.817	+00.683	 8.254	  8.921	12.731	 5.30	 4.48	 0.379	 29	 0.17	 0.033	   	293.6351	+21.4549
1G035820-008231	                    	035.820	-00.823	 0.696	  0.987	 1.180	 0.53	 0.48	 0.709	135	 0.17	 0.001	   	284.9101	+02.1943
1G305488+009019	                    	305.488	+00.902	 4.198	  3.566	 5.780	 2.30	 1.58	 0.528	  4	 0.17	 0.004	1  	198.2852	-61.8620
1G296808-002986	                    	296.808	-00.299	 1.977	  1.931	 2.838	 1.17	 0.86	 0.216	 52	 0.17	 0.004	   	179.4867	-62.5330
1G326283-001206	                    	326.283	-00.121	 2.879	  2.197	 3.752	 1.47	 0.87	 0.646	 77	 0.17	 0.010	   	236.4229	-54.8904
1G305511+009217	                    	305.511	+00.922	 1.715	  1.415	 2.731	 1.00	 1.02	 0.565	 10	 0.17	 0.002	2  	198.3302	-61.8401
1G345039-008700	                    	345.039	-00.870	 2.338	  2.725	 3.557	 1.54	 1.22	 0.513	 52	 0.17	 0.005	2  	257.0155	-41.8454
1G044353-008300	                    	044.353	-00.830	 0.973	  2.124	 1.670	 0.93	 0.70	 0.889	 20	 0.17	 0.007	2  	288.8689	+09.7651
1G326930+002501	                    	326.930	+00.250	 1.171	  1.085	 1.590	 0.66	 0.42	 0.376	  6	 0.17	 0.002	   	236.9074	-54.1996
1G334791+000084	                    	334.791	+00.008	 0.976	  0.892	 1.763	 0.63	 0.79	 0.407	 18	 0.17	 0.003	2  	246.5819	-49.0994
1G052465-005088	                    	052.465	-00.509	 4.438	  4.866	 5.443	 2.56	 1.00	 0.410	  0	 0.17	 0.008	   	292.5163	+17.0680
1G358634+000641	CS12                	358.634	+00.064	 0.583	  0.586	 0.918	 0.37	 0.34	 0.102	  0	 0.17	 0.003	   	265.5195	-30.0659
1G335938-002870	                    	335.938	-00.287	 0.450	  0.452	 0.745	 0.29	 0.30	 0.091	  0	 0.17	 0.001	   	248.1063	-48.4718
1G010164-002308	CN144               	010.164	-00.231	 0.548	  0.496	 0.944	 0.35	 0.40	 0.425	 48	 0.17	 0.001	   	272.2406	-20.2588
1G008939+007122	                    	008.939	+00.712	 2.208	  2.216	 3.714	 1.43	 1.51	 0.079	 29	 0.17	 0.018	   	270.7225	-20.8668
1G052171-005832	                    	052.171	-00.583	12.875	 12.615	18.672	 7.69	 5.80	 0.200	 20	 0.17	 0.042	1  	292.4368	+16.7745
1G324062-008119	S82                 	324.062	-00.812	 7.117	  6.990	11.208	 4.43	 4.09	 0.188	 30	 0.17	 0.034	   	233.9954	-56.7753
1G019588-000480	N26                 	019.588	-00.048	 0.824	  0.780	 1.380	 0.52	 0.56	 0.322	 23	 0.17	 0.003	   	276.7298	-11.8756
1G318227-005199	                    	318.227	-00.520	 1.829	  1.821	 2.987	 1.17	 1.16	 0.097	  9	 0.17	 0.006	   	224.2832	-59.6061
1G028973-000206	                    	028.973	-00.021	 0.888	  0.977	 1.350	 0.57	 0.46	 0.415	 12	 0.17	 0.004	   	281.0707	-03.5324
1G353470-005501	                    	353.470	-00.550	 1.297	  1.110	 2.442	 0.84	 1.14	 0.518	 29	 0.17	 0.003	   	262.8423	-34.7500
1G319888-000699	                    	319.888	-00.070	 3.214	  3.266	 4.605	 1.94	 1.39	 0.178	 60	 0.17	 0.009	   	226.6942	-58.4141
1G016429-001984	                    	016.429	-00.198	 1.416	  1.329	 2.205	 0.86	 0.79	 0.344	  0	 0.17	 0.004	1 2	275.3463	-14.7373
1G313725-005191	                    	313.725	-00.519	 0.726	  0.760	 1.232	 0.48	 0.51	 0.296	 77	 0.17	 0.002	   	215.9207	-61.4426
1G002420+000786	CN29                	002.420	+00.079	 2.214	  2.337	 3.355	 1.39	 1.14	 0.320	 11	 0.17	 0.005	   	267.7420	-26.8228
1G030008-000800	                    	030.008	-00.080	 2.432	  2.261	 3.578	 1.43	 1.15	 0.368	 44	 0.17	 0.007	   	281.5966	-02.6385
1G310683+000085	                    	310.683	+00.008	 3.214	  2.865	 6.865	 2.25	 3.65	 0.453	  2	 0.17	 0.011	   	209.4758	-61.8594
1G052105+007266	                    	052.105	+00.727	 1.539	  1.522	 2.296	 0.94	 0.76	 0.149	  9	 0.17	 0.005	2  	291.1993	+17.3408
1G298937-006835	S176                	298.937	-00.683	 2.086	  2.034	 3.589	 1.35	 1.50	 0.222	 31	 0.17	 0.012	2  	183.9472	-63.2779
1G320239-001741	                    	320.239	-00.174	 0.998	  1.026	 1.750	 0.67	 0.75	 0.233	 10	 0.17	 0.003	2  	227.3730	-58.3287
1G047072-003926	                    	047.072	-00.393	 3.827	  3.608	 6.404	 2.42	 2.58	 0.333	 31	 0.17	 0.018	   	289.7683	+12.3736
1G332129-003946	                    	332.129	-00.395	 1.553	  1.429	 2.625	 0.98	 1.07	 0.393	 41	 0.17	 0.005	   	244.0809	-51.2640
1G028299+001857	                    	028.299	+00.186	 0.800	  0.780	 1.302	 0.51	 0.50	 0.225	 13	 0.17	 0.002	   	280.5775	-04.0373
1G310864-005395	                    	310.864	-00.539	 0.767	  0.756	 1.253	 0.49	 0.49	 0.167	  8	 0.17	 0.001	   	210.1527	-62.3407
1G015522+001903	                    	015.522	+00.190	 0.649	  0.701	 1.161	 0.45	 0.51	 0.379	 59	 0.17	 0.002	   	274.5487	-15.3537
1G000127+000485	                    	000.127	+00.048	 6.286	  4.620	10.264	 3.58	 3.98	 0.678	 15	 0.17	 0.018	2  	266.4338	-28.8028
1G012229-001117	                    	012.229	-00.112	 1.196	  1.046	 2.000	 0.73	 0.80	 0.485	  7	 0.17	 0.003	2  	273.1853	-18.3923
1G317397+004871	                    	317.397	+00.487	 2.640	  2.489	 3.717	 1.53	 1.08	 0.334	  4	 0.17	 0.005	   	221.9427	-59.0781
1G358361-004425	                    	358.361	-00.442	 1.666	  1.691	 2.723	 1.07	 1.06	 0.175	 33	 0.17	 0.010	1 2	265.8515	-30.5643
1G006131-003781	                    	006.131	-00.378	 1.075	  1.088	 1.870	 0.71	 0.80	 0.154	 19	 0.17	 0.003	   	270.2465	-23.8465
1G299389-002316	                    	299.389	-00.232	 0.678	  0.811	 1.422	 0.53	 0.74	 0.550	 41	 0.17	 0.005	2  	185.0661	-62.8891
1G325301+003644	                    	325.301	+00.364	 3.895	  3.746	 5.311	 2.24	 1.42	 0.274	 50	 0.17	 0.024	   	234.5474	-55.0952
1G322518-002738	                    	322.518	-00.274	 0.600	  0.747	 0.969	 0.42	 0.37	 0.597	 69	 0.17	 0.002	2  	231.1019	-57.2102
1G059790-002422	                    	059.790	-00.242	 1.379	  1.417	 2.805	 0.99	 1.43	 0.229	 14	 0.17	 0.004	   	296.0910	+23.5876
1G319393+000059	                    	319.393	+00.006	 5.036	  4.718	 7.341	 2.96	 2.31	 0.350	 32	 0.17	 0.032	1  	225.7969	-58.5902
1G029232+004316	                    	029.232	+00.432	 5.474	  4.700	 7.457	 3.00	 1.98	 0.513	 74	 0.17	 0.033	   	280.7857	-03.0950
1G012892+002703	                    	012.892	+00.270	 7.508	  7.563	10.578	 4.47	 3.07	 0.119	 35	 0.16	 0.024	   	273.1675	-17.6273
1G026908+001061	                    	026.908	+00.106	 1.706	  1.507	 2.542	 0.99	 0.84	 0.469	 15	 0.16	 0.006	   	280.0100	-05.3106
1G037179-004399	                    	037.179	-00.440	 3.676	  3.574	 5.703	 2.26	 2.03	 0.234	  1	 0.16	 0.008	1  	285.1910	+03.5780
1G305532-004027	                    	305.532	-00.403	 0.727	  0.744	 1.382	 0.51	 0.65	 0.217	 21	 0.16	 0.002	   	198.6255	-63.1583
1G335290-001611	                    	335.290	-00.161	 0.681	  0.664	 1.338	 0.47	 0.66	 0.220	  5	 0.16	 0.002	   	247.2945	-48.8569
1G049487+005070	                    	049.487	+00.507	 0.698	  0.703	 1.325	 0.48	 0.63	 0.117	  0	 0.16	 0.002	   	290.1159	+14.9286
1G011846-001889	                    	011.846	-00.189	 1.747	  1.599	 2.587	 1.03	 0.84	 0.403	 25	 0.16	 0.005	   	273.0626	-18.7652
1G053886-001680	                    	053.886	-00.168	 3.136	  2.183	 5.344	 1.80	 2.21	 0.718	 28	 0.16	 0.007	   	292.9197	+18.4779
1G298866-004377	                    	298.866	-00.438	 4.546	  4.493	 7.835	 2.97	 3.29	 0.152	 15	 0.16	 0.022	   	183.8666	-63.0254
1G351661+001619	CS80                	351.661	+00.162	 1.042	  1.043	 1.779	 0.68	 0.74	 0.045	 14	 0.16	 0.003	2  	260.8839	-35.8569
1G033643-002273	                    	033.643	-00.227	 0.692	  0.703	 1.212	 0.46	 0.52	 0.174	  0	 0.16	 0.001	   	283.3858	+00.5293
1G312806-001961	                    	312.806	-00.196	 0.931	  1.083	 1.398	 0.61	 0.47	 0.512	  9	 0.16	 0.001	   	213.8829	-61.4451
1G017585+000894	                    	017.585	+00.089	 0.610	  0.621	 0.964	 0.39	 0.35	 0.186	 18	 0.16	 0.003	   	275.6455	-13.5821
1G339205-008466	                    	339.205	-00.847	 1.986	  1.958	 3.568	 1.32	 1.58	 0.165	 11	 0.16	 0.008	2  	251.9329	-46.4004
1G034046+001394	                    	034.046	+00.139	 0.625	  0.622	 1.069	 0.41	 0.44	 0.103	 22	 0.16	 0.001	   	283.2438	+01.0549
1G012796-003264	                    	012.796	-00.326	 0.486	  0.480	 0.694	 0.29	 0.21	 0.162	  7	 0.16	 0.001	   	273.6688	-17.9970
1G304996+000381	                    	304.996	+00.038	 0.955	  1.180	 1.566	 0.67	 0.61	 0.587	  1	 0.16	 0.004	   	197.3729	-62.7614
1G338982+007014	                    	338.982	+00.701	 1.199	  1.192	 1.689	 0.71	 0.49	 0.108	  2	 0.16	 0.007	2  	250.0391	-45.5552
1G030066+003711	                    	030.066	+00.371	 0.751	  0.760	 1.289	 0.49	 0.54	 0.151	  1	 0.16	 0.003	   	281.2214	-02.3810
1G007502+007863	                    	007.502	+00.786	 0.920	  0.983	 1.547	 0.61	 0.63	 0.354	  0	 0.16	 0.002	2  	269.8888	-22.0785
1G350634+000345	                    	350.634	+00.035	 0.592	  0.604	 0.983	 0.38	 0.39	 0.197	 21	 0.16	 0.002	   	260.2908	-36.7747
1G339777+000226	                    	339.777	+00.023	 0.465	  0.450	 0.700	 0.28	 0.23	 0.255	  7	 0.16	 0.001	   	251.5129	-45.4010
1G310757+002515	                    	310.757	+00.252	 0.622	  0.613	 1.641	 0.50	 1.02	 0.172	 56	 0.16	 0.003	   	209.4957	-61.6046
1G061099-003368	                    	061.099	-00.337	 1.644	  1.619	 2.831	 1.07	 1.19	 0.175	 20	 0.16	 0.010	   	296.9010	+24.6721
1G035136-007566	                    	035.136	-00.757	 1.270	  1.272	 2.092	 0.82	 0.82	 0.062	 34	 0.16	 0.007	   	284.5388	+01.6160
1G317983-006559	S104,S103           	317.983	-00.656	 9.254	  9.741	13.511	 5.71	 4.26	 0.312	 23	 0.16	 0.053	1  	223.9787	-59.8395
1G049199-003585	N101                	049.199	-00.358	 1.729	  2.005	 2.871	 1.19	 1.14	 0.506	 10	 0.16	 0.008	   	290.7643	+14.2673
1G318776-001478	                    	318.776	-00.148	 0.712	  0.742	 1.404	 0.51	 0.69	 0.283	 17	 0.16	 0.003	   	224.8927	-59.0204
1G333267-004392	S47                 	333.267	-00.439	 0.994	  0.957	 1.464	 0.59	 0.47	 0.269	  0	 0.16	 0.001	2  	245.4173	-50.4985
1G346927-001023	                    	346.927	-00.102	 3.048	  4.235	 4.405	 2.13	 1.36	 0.694	 31	 0.16	 0.012	   	257.6867	-39.8715
1G019507-004475	                    	019.507	-00.448	 0.932	  1.065	 1.529	 0.63	 0.60	 0.484	 31	 0.16	 0.004	   	277.0533	-12.1334
1G022256-008770	                    	022.256	-00.877	 1.456	  1.448	 2.408	 0.93	 0.95	 0.105	 26	 0.16	 0.005	   	278.7358	-09.8944
1G303412-008249	                    	303.412	-00.825	 1.884	  2.033	 2.576	 1.14	 0.69	 0.376	 18	 0.16	 0.003	2  	193.9427	-63.6927
1G024453+001018	                    	024.453	+00.102	 1.022	  1.176	 1.748	 0.71	 0.73	 0.494	 20	 0.16	 0.006	   	278.8794	-07.4934
1G012883+004799	                    	012.883	+00.480	 0.590	  0.578	 1.049	 0.39	 0.46	 0.198	  6	 0.16	 0.002	   	272.9698	-17.5343
1G048155-002845	                    	048.155	-00.284	 3.172	  3.274	 4.233	 1.86	 1.06	 0.248	 70	 0.16	 0.006	   	290.1907	+13.3812
1G052967-006009	                    	052.967	-00.601	 0.701	  0.729	 1.284	 0.48	 0.58	 0.278	 17	 0.16	 0.002	2  	292.8534	+17.4640
1G023687-002046	                    	023.687	-00.205	 1.207	  1.029	 1.776	 0.69	 0.57	 0.523	 25	 0.16	 0.003	   	278.7986	-08.3148
1G058607+006228	N124                	058.607	+00.623	 1.638	  1.382	 3.096	 1.06	 1.46	 0.537	  0	 0.16	 0.003	   	294.6352	+22.9880
1G336579-001109	                    	336.579	-00.111	 2.507	  2.423	 3.670	 1.50	 1.16	 0.257	 26	 0.16	 0.024	   	248.5664	-47.8822
1G012870-002318	                    	012.870	-00.232	 1.176	  1.263	 1.966	 0.78	 0.79	 0.363	 10	 0.16	 0.005	2  	273.6192	-17.8870
1G016678+005395	                    	016.678	+00.539	 1.369	  1.116	 2.226	 0.81	 0.86	 0.580	 32	 0.16	 0.006	   	274.7965	-14.1702
1G049013-002984	                    	049.013	-00.298	 2.883	  2.794	 4.224	 1.72	 1.34	 0.248	 36	 0.16	 0.015	2  	290.6192	+14.1316
1G032099+000921	N55                 	032.099	+00.092	 0.988	  1.085	 1.549	 0.64	 0.56	 0.413	 59	 0.16	 0.004	2  	282.3978	-00.6993
1G048954-004039	                    	048.954	-00.404	 5.200	  6.025	 7.732	 3.38	 2.53	 0.505	 63	 0.16	 0.020	   	290.6869	+14.0296
1G317561+005927	                    	317.561	+00.593	 8.197	  8.068	11.305	 4.78	 3.11	 0.176	 18	 0.16	 0.017	   	222.1402	-58.9114
1G348763-007040	                    	348.763	-00.704	18.963	 18.883	27.092	11.31	 8.13	 0.092	 26	 0.16	 0.085	1  	259.7032	-38.7320
1G351922+006413	CS75                	351.922	+00.641	 1.678	  1.664	 2.545	 1.03	 0.87	 0.127	 10	 0.16	 0.003	   	260.5798	-35.3706
1G011746-001354	                    	011.746	-00.135	 0.709	  0.708	 1.272	 0.47	 0.56	 0.048	  0	 0.16	 0.002	2  	272.9618	-18.8270
1G352886+006585	                    	352.886	+00.659	 3.916	  4.657	 5.073	 2.42	 1.16	 0.541	 84	 0.16	 0.011	   	261.2256	-34.5647
1G051249+005475	                    	051.249	+00.547	 0.812	  0.817	 1.393	 0.53	 0.58	 0.105	 16	 0.16	 0.002	   	290.9416	+16.5016
1G027764-003270	                    	027.764	-00.327	 5.046	  5.285	 6.467	 2.92	 1.42	 0.297	 25	 0.16	 0.008	   	280.7897	-04.7476
1G013730-004297	                    	013.730	-00.430	 0.771	  1.140	 1.353	 0.61	 0.58	 0.737	147	 0.16	 0.004	   	274.2315	-17.2253
1G028980+004431	                    	028.980	+00.443	 0.843	  0.971	 1.206	 0.54	 0.36	 0.496	 30	 0.16	 0.002	   	280.6605	-03.3141
1G015591-007610	                    	015.591	-00.761	 2.159	  2.391	 3.393	 1.41	 1.23	 0.430	 97	 0.16	 0.006	   	275.4528	-15.7416
1G320468-007341	                    	320.468	-00.734	 0.979	  0.877	 1.836	 0.64	 0.86	 0.444	 25	 0.16	 0.005	   	228.2970	-58.6935
